stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E41980,8178,"NEGLEY AVE OPP WELLESLEY AVE",,  40.474184, -79.925274,01
E41990,8218,"NEGLEY AVE AT WELLESLEY AVE NS",,  40.473996, -79.925055,01
E42000,8214,"NEGLEY AVE OPP BLACK ST",,  40.468675, -79.927372,01
E42010,8208,"NEGLEY AVE OPP CORAL ST",,  40.461920, -79.931460,01
E42020,8185,"NEGLEY AVE OPP RURAL ST",,  40.465773, -79.929513,01
E42030,8184,"NEGLEY AVE OPP RIPPEY ST FS",,  40.466767, -79.928936,01
E42131,2668,"NEVILLE RAMP AT CENTRE AVE",,  40.452599, -79.949782,01
E42132,19008,"NEVILLE RAMP AT CENTRE AVE FS",,  40.452741, -79.949675,01
E42134,8170,"NEVILLE ST AT BAYARD ST",,  40.450280, -79.948541,01
E42140,5127,"NEVILLE ST AT FIFTH AVE",,  40.447209, -79.947497,01
E42142,5126,"NEVILLE ST AT BAYARD ST",,  40.450488, -79.949014,01
E42150,8169,"NEVILLE ST AT ELLSWORTH AVE NS",,  40.447889, -79.947564,01
E42220,19411,"NOBLE ST AT ROSLYN ST",,  40.420220, -79.884785,1A
E42230,7157,"NOBLE ST AT WASHINGTON ST",,  40.421318, -79.886206,1A
E42240,7064,"NOBLE ST OPP WASHINGTON ST",,  40.421276, -79.885930,1A
E42250,7063,"NOBLE ST AT DICKSON ST",,  40.420647, -79.885351,1A
E42350,15733,"NORTH VERSAILLES PARK AND RIDE AT SHELTER",,  40.388068, -79.823370,02
E42792,16020,"OAK HILL DR AT BENTLEY DR",,  40.440147, -79.969880,01
E42794,16028,"OAK HILL DR AT ECKSTEIN PL",,  40.441537, -79.969955,01
E42796,16019,"OAK HILL DR AT HYMAN PL",,  40.441301, -79.970122,01
E42850,9197,"OAKWOOD ST AT BENNETT ST",,  40.454183, -79.885862,01
E42860,8914,"OAKWOOD ST AT FRANKSTOWN AVE",,  40.454948, -79.885824,01
E42880,9199,"OAKWOOD ST AT HAMILTON AVE",,  40.451844, -79.884875,01
E42890,9200,"OAKWOOD ST AT INGLENOOK PL FS",,  40.450919, -79.884618,01
E42900,9198,"OAKWOOD ST AT KELLY ST",,  40.453009, -79.885462,01
E42910,9201,"OAKWOOD ST AT TIOGA ST",,  40.449285, -79.884244,01
E42920,8913,"OAKWOOD ST AT BENNETT ST",,  40.453884, -79.885540,01
E42940,8911,"OAKWOOD ST OPP HAMILTON AVE",,  40.451646, -79.884637,01
E42950,8910,"OAKWOOD ST OPP INGLENOOK PL",,  40.450913, -79.884457,01
E42960,8912,"OAKWOOD ST OPP KELLY ST",,  40.452804, -79.885210,01
E42990,8428,"OBERLIN ST AT MINGO ST",,  40.464834, -79.890155,01
E43000,20065,"OBERLIN ST AT OAKDENE ST FS",,  40.466284, -79.890313,01
E43030,8441,"OBERLIN ST OPP LEMINGTON AVE",,  40.466924, -79.890045,01
E43040,8440,"OBERLIN ST OPP OAKDENE ST",,  40.466236, -79.889988,01
E43190,13840,"OLD WILLIAM PENN HWY OPP BEATTY RD",,  40.440345, -79.742483,02
E43460,13604,"OLD WILLIAM PENN HWY OPP GOOD SHEPHERD CHURCH",,  40.443705, -79.757807,02
E43740,13506,"OLD WILLIAM PENN HWY AT GOOD SHEPHERD CHURCH",,  40.443669, -79.757434,02
E43780,13608,"OLD WILLIAM PENN HWY AT ROTH DR",,  40.441102, -79.747792,02
E43840,13505,"OLD WILLIAM PENN HWY AT #4533",,  40.442896, -79.756134,02
E43850,13607,"OLD WILLIAM PENN HWY OPP BAYHILL DR",,  40.441702, -79.750071,02
E43860,13609,"OLD WILLIAM PENN HWY OPP GLENWOOD DR",,  40.440680, -79.745569,02
E43870,13606,"OLD WILLIAM PENN HWY AT SCOTT DR",,  40.441327, -79.751749,02
E43990,13605,"OLD WILLIAM PENN HWY AT WILLIAMSBURG DR",,  40.441365, -79.753850,02
E44360,13501,"OLD WILLIAM PENN HWY OPP ROTH DR",,  40.441176, -79.747490,02
E44410,13839,"OLD WILLIAM PENN HWY OPP #4533",,  40.442823, -79.756361,02
E44420,13502,"OLD WILLIAM PENN HWY AT BAYHILL DR",,  40.441884, -79.749795,02
E44430,13500,"OLD WILLIAM PENN HWY AT GLENWOOD DR",,  40.440817, -79.745230,02
E44480,13503,"OLD WILLIAM PENN HWY OPP SCOTT DR",,  40.441563, -79.751603,02
E44550,13504,"OLD WILLIAM PENN HWY OPP WILLIAMSBURG DR",,  40.441478, -79.753554,02
E44620,8685,"ORION ST AT MILWAUKEE ST",,  40.454295, -79.961500,01
E44730,18522,"OXFORD DR AT MALL BLVD",,  40.432263, -79.789608,02
E44740,8065,"OXFORD DR AT PRIMARY CARE CENTER",,  40.431075, -79.787487,02
E44770,8146,"OXFORD DR AT RACQUET CLUB APTS",,  40.431287, -79.787493,02
E44795,8021,"PANTHER HOLLOW RD OPP SCHENLEY PARK POOL",,  40.434598, -79.948632,01
E44797,17527,"PANTHER HOLLOW RD AT PANTHER HOLLOW BRIDGE FS",,  40.435068, -79.945279,01
E44800,7414,"PALLAS ST AT WOLFE AVE",,  40.405731, -79.845292,02
E44810,7451,"PALLAS ST AT BRINTON AVE",,  40.405778, -79.844356,02
E44880,7618,"PARK AVE AT SWISSVALE AVE",,  40.444644, -79.875602,01
E44890,9162,"PARK HILL DR AT EAST HILLS DR",,  40.456540, -79.871489,01
E44900,15678,"PARK HILL DR AT #2101",,  40.453262, -79.874447,01
E44910,8949,"PARK HILL DR AT #2102",,  40.453017, -79.874214,01
E44920,8951,"PARK HILL DR AT #2350",,  40.455466, -79.874107,01
E44930,15676,"PARK HILL DR AT #2361",,  40.455666, -79.874250,01
E44950,15675,"PARK HILL DR AT #2501",,  40.456219, -79.873608,01
E44960,15674,"PARK HILL DR AT #2567",,  40.456636, -79.871794,01
E44970,8950,"PARK HILL DR AT WHITE PINE PL",,  40.454415, -79.874061,01
E45030,7761,"PATTON ST AT MIDDLE AVE",,  40.395680, -79.804804,02
E45060,7762,"PATTON ST BRIDGE AT MIDDLE AVE",,  40.395281, -79.804629,02
E45080,8400,"PAULSON AVE AT BRAINARD ST",,  40.468437, -79.901966,01
E45130,8449,"PAULSON AVE AT DEAN ST",,  40.468040, -79.903547,01
E45150,8402,"PAULSON AVE AT LEMINGTON AVE",,  40.469934, -79.897251,01
E45180,8448,"PAULSON AVE AT NAVARRO ST FS",,  40.468264, -79.902967,01
E45200,8401,"PAULSON AVE AT OLIVANT ST",,  40.469386, -79.899534,01
E45250,8447,"PAULSON AVE OPP BRAINARD ST",,  40.468696, -79.901776,01
E45280,8446,"PAULSON AVE AT OLIVANT ST",,  40.469616, -79.899210,01
E45310,7089,"PEEBLES ST AT FORBES AVE",,  40.439897, -79.894788,01
E45325,7334,"PEEBLES ST OPP GREEN ST",,  40.439416, -79.894891,01
E45340,7136,"PEEBLES ST AT KELLY AVE",,  40.441088, -79.894238,01
E45360,7135,"PEEBLES ST OPP FORBES AVE",,  40.439805, -79.894548,01
E45480,2592,"PENN AVE AT 27TH ST",,  40.456006, -79.976958,01
E45490,2591,"PENN AVE AT 28TH ST",,  40.456977, -79.975580,01
E45500,2590,"PENN AVE AT 29TH ST",,  40.457979, -79.974129,01
E45510,2589,"PENN AVE AT 30TH ST",,  40.458964, -79.972599,01
E45520,2588,"PENN AVE AT 31ST ST",,  40.460015, -79.971074,01
E45530,2587,"PENN AVE AT 32ND ST",,  40.460870, -79.969926,01
E45540,2411,"PENN AVE AT 33RD ST NS",,  40.461408, -79.968893,01
E45560,2412,"PENN AVE OPP BUTLER ST",,  40.462733, -79.967009,01
E45570,2585,"PENN AVE AT 36TH ST",,  40.464247, -79.963848,01
E45590,2583,"PENN AVE AT 38TH ST",,  40.464650, -79.961409,01
E45600,2623,"PENN AVE AT 38TH ST",,  40.464460, -79.961586,01
E45602,2582,"PENN AVE AT 39TH ST",,  40.464861, -79.960202,01
E45604,2624,"PENN AVE AT 39TH ST",,  40.464707, -79.960157,01
E45610,1197,"PENN AVE AT 40TH ST",,  40.465266, -79.957874,01
E45620,2625,"PENN AVE AT 40TH ST",,  40.465077, -79.958082,01
E45630,9183,"PENN AVE AT 44TH ST (CHILDRENS HOSPITAL)",,  40.466012, -79.953405,01
E45640,9182,"PENN AVE AT 45TH ST",,  40.466245, -79.952131,01
E45650,8230,"PENN AVE AT FIFTH AVE",,  40.453901, -79.912089,01
E45660,8280,"PENN AVE AT FIFTH AVE",,  40.454186, -79.912749,01
E45670,9175,"PENN AVE AT AIKEN AVE",,  40.464803, -79.936134,01
E45680,9193,"PENN AVE AT AIKEN AVE",,  40.464523, -79.936762,01
E45690,7948,"PENN AVE AT AMBASSADOR APTS",,  40.442763, -79.867665,1A
E45700,7951,"PENN AVE AT ANGELA DR",,  40.439589, -79.874748,1A
E45710,9176,"PENN AVE AT ATLANTIC AVE",,  40.464680, -79.938407,01
E45720,9192,"PENN AVE AT ATLANTIC AVE",,  40.464403, -79.938892,01
E45730,7902,"PENN AVE AT BEACON HILL DR FS",,  40.443853, -79.864629,1A
E45740,9128,"PENN AVE AT BEATTY ST",,  40.462140, -79.927031,01
E45750,7629,"PENN AVE AT BRADDOCK AVE",,  40.447161, -79.894938,01
E45760,7697,"PENN AVE AT BRADDOCK AVE",,  40.447103, -79.895364,01
E45770,7628,"PENN AVE AT BRUSHTON AVE",,  40.446662, -79.893535,01
E45780,2586,"PENN AVE AT BUTLER ST",,  40.462805, -79.966984,01
E45810,13522,"PENN AVE AT CARRIAGE HOUSE APTS",,  40.442375, -79.868436,1A
E45880,8233,"PENN AVE AT VILLAGE OF EASTSIDE SHPG CTR",,  40.458229, -79.918334,01
E45890,8277,"PENN AVE OPP VILLAGE OF EASTSIDE SHPG CTR",,  40.458136, -79.918523,01
E45895,19381,"PENN AVE OPP EAST LIBERTY BLVD FS",,  40.457230, -79.917270,01
E45900,7698,"PENN AVE AT EAST END AVE",,  40.446689, -79.894168,01
E45940,9177,"PENN AVE AT EVALINE ST",,  40.464841, -79.940923,01
E45950,9191,"PENN AVE AT EVALINE ST",,  40.464644, -79.941398,01
E45960,20512,"PENN AVE AT FAIRMOUNT ST",,  40.464161, -79.932248,01
E45970,7970,"PENN AVE AT FAIRMONT ST",,  40.443596, -79.865692,1A
E45975,20513,"PENN AVE AT FAIRMOUNT ST",,  40.464052, -79.932739,01
E45980,7900,"PENN AVE AT FINDLEY DR EAST",,  40.444446, -79.863162,1A
E45990,7901,"PENN AVE AT FINDLEY DR WEST (BEACON HILL)",,  40.444071, -79.864509,1A
E46000,9186,"PENN AVE AT FRIENDSHIP AVE",,  40.466075, -79.952319,01
E46010,9174,"PENN AVE AT GRAHAM ST",,  40.464890, -79.934679,01
E46020,9194,"PENN AVE AT GRAHAM ST",,  40.464598, -79.935411,01
E46040,18518,"PENN AVE AT GRANT ST",,  40.404790, -79.826139,02
E46050,7904,"PENN AVE AT GREENSBURG PIKE",,  40.444633, -79.861206,1A
E46060,8882,"PENN AVE AT HIGHLAND AVE",,  40.461424, -79.924611,01
E46070,3133,"PENN AVE AT HIGHLAND AVE",,  40.461386, -79.925062,01
E46080,7632,"PENN AVE AT HOMEWOOD AVE",,  40.449177, -79.901118,01
E46090,7694,"PENN AVE AT HOMEWOOD AVE",,  40.449128, -79.901576,01
E46120,18617,"PENN AVE AT JACKSON ST",,  40.444826, -79.861099,1A
E46130,7633,"PENN AVE AT LANG AVE",,  40.450023, -79.903534,01
E46140,7693,"PENN AVE AT LANG AVE",,  40.449942, -79.903958,01
E46150,7631,"PENN AVE AT LEXINGTON ST",,  40.448673, -79.899502,01
E46160,7695,"PENN AVE AT LEXINGTON ST",,  40.448553, -79.899830,01
E46170,8229,"PENN AVE AT LINDEN AVE",,  40.452615, -79.910239,01
E46180,8281,"PENN AVE AT LINDEN AVE",,  40.452651, -79.910597,01
E46190,9184,"PENN AVE AT MAIN ST",,  40.465691, -79.955098,01
E46200,1150,"PENN AVE AT MAIN ST",,  40.465517, -79.955337,01
E46210,9180,"PENN AVE AT MATHILDA ST",,  40.465546, -79.946216,01
E46220,9188,"PENN AVE AT MATHILDA ST",,  40.465348, -79.946704,01
E46230,7965,"PENN AVE AT MIDLAND ST",,  40.439439, -79.875050,1A
E46250,9179,"PENN AVE AT MILLVALE AVE",,  40.465380, -79.945026,01
E46260,9189,"PENN AVE AT MILLVALE AVE",,  40.465192, -79.945502,01
E46270,18528,"PENN AVE AT MURTLAND ST FS",,  40.450791, -79.905960,01
E46280,9196,"PENN AVE AT NEGLEY AVE",,  40.463408, -79.931066,01
E46290,9172,"PENN AVE AT NEGLEY AVE",,  40.463570, -79.930369,01
E46310,9187,"PENN AVE AT PEARL ST",,  40.465622, -79.948204,01
E46350,7950,"PENN AVE AT PRINCETON BLVD",,  40.440952, -79.871377,1A
E46360,7966,"PENN AVE AT PRINCETON BLVD",,  40.440475, -79.871800,1A
E46390,7946,"PENN AVE AT BRITTANY APTS (#1717)",,  40.443781, -79.865792,1A
E46460,8276,"PENN AVE AT SHADY AVE FS (GIANT EAGLE)",,  40.459171, -79.920112,01
E46470,8881,"PENN AVE AT SHERIDAN AVE",,  40.461007, -79.923521,01
E46480,18505,"PENN AVE AT SHAW AVE NS",,  40.405205, -79.829381,02
E46490,9124,"PENN AVE AT ST CLAIR ST",,  40.462843, -79.928589,01
E46500,7969,"PENN AVE AT SUMMIT ST",,  40.443139, -79.866644,1A
E46510,7968,"PENN AVE AT SUPERIOR ST",,  40.442390, -79.867993,1A
E46520,7952,"PENN AVE AT SWISSVALE AVE (DISCHARGE ONLY)",,  40.441370, -79.877529,01
E46540,17383,"PENN AVE AT THOMPSON ST",,  40.405224, -79.826728,02
E46550,18527,"PENN AVE AT TRENTON AVE FS (LIFE CARE)",,  40.446020, -79.891613,01
E46560,18536,"PENN AVE AT TRENTON AVE FS (LIFE CARE)",,  40.445704, -79.891162,01
E46570,7949,"PENN AVE AT WEBER ST",,  40.441974, -79.869210,1A
E46590,7700,"PENN AVE AT WEST ST",,  40.445241, -79.889915,01
E46595,8883,"PENN AVE AT WHITFIELD ST",,  40.461732, -79.925539,01
E46597,9129,"PENN AVE AT WHITFIELD ST",,  40.461706, -79.925955,01
E46600,9178,"PENN AVE AT WINEBIDDLE ST",,  40.465066, -79.942700,01
E46610,9190,"PENN AVE AT WINEBIDDLE ST",,  40.464869, -79.943123,01
E46620,2621,"PENN AVE OPP 36TH ST",,  40.464077, -79.964001,01
E46630,9185,"PENN AVE OPP 44TH ST (CHILDRENS HOSPITAL)",,  40.465804, -79.953582,01
E46650,7630,"PENN AVE OPP CARNEGIE PL",,  40.448181, -79.898109,01
E46670,7903,"PENN AVE OPP FINDLEY DR EAST",,  40.444179, -79.863333,1A
E46700,7692,"PENN AVE OPP MURTLAND ST",,  40.450690, -79.906173,01
E46710,8279,"PENN AVE OPP BAKERY SQUARE",,  40.456100, -79.915678,01
E46720,9181,"PENN AVE OPP PEARL ST",,  40.465744, -79.947920,01
E46770,20105,"PENN AVE OPP #3628 (SUNDAY ONLY)",,  40.464428, -79.962810,01
E46800,8234,"PENN AVE OPP SHADY AVE NS (GIANT EAGLE)",,  40.459536, -79.920258,01
E46810,18515,"PENN AVE OPP SHAW AVE FS",,  40.405027, -79.829425,02
E46820,7947,"PENN AVE OPP SUMMIT ST",,  40.443314, -79.866735,1A
E46840,18517,"PENN AVE OPP THOMPSON ST",,  40.405212, -79.828012,02
E46850,7967,"PENN AVE OPP WEBER ST",,  40.441793, -79.869168,1A
E46870,7626,"PENN AVE OPP WEST ST",,  40.445282, -79.889465,01
E46880,7501,"PENN CENTER BLVD AT BLDG #3",,  40.428091, -79.812115,02
E46885,7502,"PENN CENTER BLVD AT BLDG #7",,  40.426622, -79.811759,02
E46890,13591,"PENN CENTER BLVD OPP BLDG #7",,  40.426365, -79.811365,02
E46895,13592,"PENN CENTER BLVD OPP BLDG #3",,  40.428105, -79.811731,02
E46900,7503,"PENN CENTER BLVD AT PENN TOWERS (UPPER)",,  40.424536, -79.812304,02
E46905,7504,"PENN CENTER BLVD AT PENN TOWERS (LOWER)",,  40.424652, -79.813940,02
E46910,7505,"PENN CENTER BLVD AT RODI RD",,  40.429525, -79.816011,02
E46915,7500,"PENN CENTER BLVD AT RITE AID DRVWY",,  40.429338, -79.812158,02
E46920,13593,"PENN CENTER BLVD AT WM PENN HWY",,  40.429761, -79.812022,02
E46940,13590,"PENN CENTER BLVD OPP PENN TOWERS (UPPER)",,  40.424182, -79.812179,02
E47500,7751,"PITCAIRN-TRAFFORD RD AT CLARK ST",,  40.395172, -79.767100,02
E47510,7750,"PITCAIRN-TRAFFORD RD AT COFFEY ST",,  40.393103, -79.766197,02
E47530,18530,"PITCAIRN-TRAFFORD RD AT HAYMAKER RD FS",,  40.391395, -79.766005,02
E47580,7853,"PITCAIRN-TRAFFORD RD OPP CLARK ST",,  40.395264, -79.767466,02
E47590,7854,"PITCAIRN-TRAFFORD RD OPP COFFEY ST",,  40.393465, -79.766442,02
E47720,8012,"POCUSSETT ST AT WIGHTMAN ST",,  40.429361, -79.927286,01
E48020,7419,"PRIVATE DR AT BRINTON TOWERS",,  40.409999, -79.852317,02
E48190,7211,"RANKIN BLVD AT BLDG #5",,  40.412993, -79.882907,1A
E48200,7259,"RANKIN BLVD AT KENMAWR AVE",,  40.410129, -79.877764,1A
E48205,18994,"RANKIN BLVD AT KENMAWR AVE FS",,  40.410252, -79.877887,1A
E48210,7258,"RANKIN BLVD AT #211",,  40.411347, -79.880143,1A
E48220,7256,"RANKIN BLVD OPP BLDG #5",,  40.413144, -79.883511,1A
E48230,7257,"RANKIN BLVD OPP HAWKINS AVE",,  40.411927, -79.881330,1A
E48360,7806,"REBECCA AVE AT CRAFT ST",,  40.436985, -79.876173,1A
E48370,7805,"REBECCA AVE AT ELLA ST",,  40.437551, -79.878019,1A
E48390,7807,"REBECCA AVE AT ARDMORE BLVD",,  40.436745, -79.873600,1A
E48405,7146,"REBECCA AVE AT SWISSVALE AVE FS",,  40.437966, -79.879293,1A
E48470,8475,"REYNOLDS ST AT DALLAS AVE",,  40.448795, -79.909895,01
E48480,18985,"REYNOLDS ST AT HOMEWOOD AVE",,  40.446438, -79.903605,01
E48490,8372,"REYNOLDS ST AT LANG AVE",,  40.447262, -79.905869,01
E48500,8473,"REYNOLDS ST AT LANG AVE",,  40.447235, -79.905389,01
E48510,8474,"REYNOLDS ST AT MURTLAND ST",,  40.447990, -79.907475,01
E48520,8371,"REYNOLDS ST AT MURTLAND ST",,  40.447955, -79.908001,01
E48635,19398,"RIVERMONT AVE AT KANE CENTER FRONT ENTRANCE",,  40.407401, -79.929298,01
E48640,8748,"ROBERTS ST AT CENTRE AVE",,  40.442223, -79.983363,01
E48641,20206,"ROBERTS ST AT WEBSTER AVE",,  40.444456, -79.985012,01
E48642,20207,"ROBERTS ST AT WYLIE AVE",,  40.443598, -79.984397,01
E48644,20194,"ROBERTS ST AT WEBSTER AVE",,  40.444316, -79.984751,01
E48645,20089,"ROBINSON BLVD AT EAST GATE ENTRANCE FS",,  40.459401, -79.866308,01
E48646,20193,"ROBERTS ST AT WYLIE AVE",,  40.443492, -79.984160,01
E48648,15665,"ROBINSON BLVD AT DOUGLASS DR",,  40.455677, -79.863745,01
E48680,9169,"ROBINSON BLVD AT SUNRISE AVE",,  40.451194, -79.868480,01
E48690,9099,"ROBINSON BLVD OPP SUNRISE AVE",,  40.450986, -79.868250,01
E48840,8648,"ROBINSON ST AT ALLEQUIPPA ST",,  40.442851, -79.965858,01
E48845,9034,"ROBINSON ST AT ALLEQUIPPA ST",,  40.442740, -79.965628,01
E48880,9016,"ROBINSON ST AT ELLERS ST",,  40.441684, -79.965731,01
E48890,9017,"ROBINSON ST AT TERRACE ST",,  40.440370, -79.965668,01
E48910,20819,"ROBINSON ST OPP ELLERS ST",,  40.441541, -79.965568,01
E49200,13588,"RODI RD OPP PENN CENTER BLVD NS",,  40.429559, -79.816333,02
E49260,7141,"ROWLAND CONNECTOR AT PENNWOOD AVE",,  40.440513, -79.886939,01
E49270,7084,"ROWLAND CONNECTOR OPP HIGHRISE",,  40.440504, -79.887680,01
E49310,8667,"ROSE ST AT KIRKPATRICK ST",,  40.444305, -79.975718,01
E49390,7703,"ROSS AVE AT CENTER ST",,  40.441923, -79.882645,01
E49400,7705,"ROSS AVE AT COAL ST",,  40.441056, -79.880086,01
E49410,7704,"ROSS AVE AT MILL ST",,  40.441482, -79.881354,01
E49560,14755,"SALTSBURG RD AT ALCOMA DR",,  40.477053, -79.798098,02
E49565,14674,"SALTSBURG RD AT ALCOMA GOLF CLUB",,  40.480887, -79.802474,02
E49590,19804,"SALTSBURG RD AT ALCOMA PARK PLAZA",,  40.477084, -79.787628,02
E49595,14762,"SALTSBURG RD OPP ASTER ST NS",,  40.483908, -79.814488,02
E49600,19808,"SALTSBURG RD AT ASTER ST",,  40.483831, -79.814852,02
E49622,14745,"SALTSBURG RD AT CHAPEL HILL DENTAL BLDG (#7641)",,  40.475146, -79.775585,02
E49680,14792,"SALTSBURG RD AT COLONIAL VILLAGE DR",,  40.474948, -79.790925,02
E49690,14746,"SALTSBURG RD AT CRESTVIEW DR",,  40.475933, -79.778130,02
E49695,14759,"SALTSBURG RD AT CRESTVIEW APTS",,  40.481497, -79.805954,02
E49770,14748,"SALTSBURG RD OPP FORD AVE",,  40.476663, -79.782557,02
E49780,14689,"SALTSBURG RD AT FORD AVE",,  40.476589, -79.782988,02
E49810,14675,"SALTSBURG RD AT HERSHEY RD",,  40.477602, -79.799795,02
E49830,14647,"SALTSBURG RD AT HULTON RD NS",,  40.484484, -79.818955,02
E49880,14763,"SALTSBURG RD AT LEECHBURG RD",,  40.484981, -79.817614,02
E49945,14744,"SALTSBURG RD AT MILLERS LN",,  40.475265, -79.772781,02
E49970,14690,"SALTSBURG RD AT REITER RD",,  40.476261, -79.780726,02
E50020,14790,"SALTSBURG RD AT CHANTICLEER DR",,  40.475370, -79.793768,02
E50030,14743,"SALTSBURG RD AT REGENCY DR",,  40.475305, -79.770778,02
E50170,14760,"SALTSBURG RD OPP STOTLER RD",,  40.482824, -79.809527,02
E50180,14671,"SALTSBURG RD AT STOTLER RD",,  40.482852, -79.809797,02
E50200,14753,"SALTSBURG RD OPP TILFORD RD",,  40.475076, -79.792176,02
E50250,14749,"SALTSBURG RD AT UNIVERSAL RD FS",,  40.477709, -79.785454,02
E50260,19811,"SALTSBURG RD AT UNIVERSAL RD",,  40.477530, -79.785355,02
E50320,19810,"SALTSBURG RD OPP ALCOMA PARK PLAZA",,  40.476817, -79.787670,02
E50362,19813,"SALTSBURG RD OPP CHAPEL HILL DENTAL BLDG (#7641)",,  40.475004, -79.775564,02
E50380,14752,"SALTSBURG RD OPP COLONIAL VILLAGE DR",,  40.475164, -79.790883,02
E50390,14691,"SALTSBURG RD OPP CRESTVIEW DR",,  40.475847, -79.778457,02
E50450,19809,"SALTSBURG RD OPP CRESTVIEW APTS",,  40.481328, -79.805968,02
E50460,14756,"SALTSBURG RD OPP HERSHEY RD",,  40.477578, -79.799544,02
E50520,19806,"SALTSBURG RD OPP LEECHBURG RD",,  40.484830, -79.817972,02
E50550,14693,"SALTSBURG RD OPP MILLERS LN",,  40.475027, -79.772951,02
E50560,19815,"SALTSBURG RD OPP REGENCY DR",,  40.475145, -79.770997,02
E50570,14747,"SALTSBURG RD OPP REITER RD",,  40.476465, -79.780405,02
E50590,14754,"SALTSBURG RD OPP CHANTICLEER DR",,  40.475462, -79.793563,02
E50730,14791,"SALTSBURG RD AT TILFORD RD",,  40.474953, -79.792270,02
E50985,7324,"SAVANNAH AVE AT BIDDLE AVE",,  40.437281, -79.894169,01
E50987,7335,"SAVANNAH AVE AT BIDDLE AVE",,  40.437490, -79.894467,01
E50990,7338,"SAVANNAH AVE AT HUTCHINSON ST",,  40.433713, -79.892296,01
E51000,7337,"SAVANNAH AVE AT OVERTON ST",,  40.435064, -79.893232,01
E51010,7322,"SAVANNAH AVE AT OVERTON ST",,  40.434929, -79.892900,01
E51025,7325,"SAVANNAH AVE AT UNION ST",,  40.438588, -79.894764,01
E51035,7323,"SAVANNAH AVE AT WHITNEY AVE",,  40.436265, -79.893717,01
E51037,7336,"SAVANNAH AVE AT WHITNEY AVE",,  40.436445, -79.894007,01
E51040,7701,"SAWYER WAY AT EAST BUSWAY",,  40.443636, -79.886871,01
E51050,19456,"SCHENLEY AVE AT FERN CIR",,  40.472212, -79.937529,01
E51060,9242,"SCHENLEY AVE AT PACIFIC AVE",,  40.472061, -79.938764,01
E51070,9220,"SCHENLEY AVE OPP PACIFIC AVE",,  40.471887, -79.938847,01
E51130,7306,"SCHOYER AVE AT MONONGAHELA AVE",,  40.423413, -79.891742,1A
E51140,7305,"SCHOYER AVE AT MONROE ST",,  40.423080, -79.892796,1A
E51180,7304,"SCHOYER AVE AT TONETTE ST",,  40.422408, -79.894840,1A
E51190,7312,"SCHOYER AVE OPP TONETTE ST",,  40.422674, -79.894707,1A
E51220,16427,"SHADY AVE AT FIFTH AVE NS",,  40.452529, -79.920547,01
E51260,11078,"SHADY AVE AT AYLESBORO AVE",,  40.440171, -79.919438,01
E51270,8530,"SHADY AVE AT AYLESBORO AVE",,  40.440040, -79.919713,01
E51280,8482,"SHADY AVE AT BEACON ST",,  40.435534, -79.919191,01
E51290,8364,"SHADY AVE AT BEACON ST",,  40.435131, -79.918853,01
E51300,11099,"SHADY AVE AT DEVERAUX LN",,  40.448013, -79.921561,01
E51310,8363,"SHADY AVE AT DOUGLAS ST",,  40.433391, -79.918423,01
E51320,8483,"SHADY AVE AT DOUGLAS ST",,  40.433557, -79.918679,01
E51330,8365,"SHADY AVE AT DARLINGTON RD",,  40.437002, -79.919091,01
E51340,8531,"SHADY AVE AT FORBES AVE",,  40.438122, -79.919469,01
E51350,11082,"SHADY AVE AT HASTINGS ST",,  40.445617, -79.920956,01
E51360,11098,"SHADY AVE AT HIGHMONT RD",,  40.449879, -79.920756,01
E51390,11079,"SHADY AVE AT NORTHUMBERLAND ST",,  40.441713, -79.919754,01
E51400,8529,"SHADY AVE AT NORTHUMBERLAND ST",,  40.441906, -79.920059,01
E51430,8484,"SHADY AVE AT PHILLIPS AVE",,  40.432366, -79.918314,01
E51450,8481,"SHADY AVE AT #1810",,  40.436728, -79.919317,01
E51490,8528,"SHADY AVE AT SOLWAY ST",,  40.442875, -79.920338,01
E51520,11081,"SHADY AVE AT WILKINS AVE",,  40.443748, -79.920397,01
E51530,11101,"SHADY AVE AT WILKINS AVE",,  40.443961, -79.920658,01
E51531,11083,"SHADY AVE OPP BRAEBURN PL",,  40.448319, -79.921241,01
E51540,11100,"SHADY AVE OPP HASTINGS ST",,  40.445750, -79.921209,01
E51550,11084,"SHADY AVE OPP HIGHMONT RD",,  40.449735, -79.920693,01
E51560,17277,"SHADY AVE OPP HOBART ST",,  40.434199, -79.918652,01
E51580,11080,"SHADY AVE OPP SOLWAY ST",,  40.442759, -79.920073,01
E52225,9258,"SHOP-N-SAVE (LAWRENCEVILLE) AT STORE FRONT",,  40.483401, -79.948704,01
E52230,20060,"SHUMAN CENTER DR AT JOB CORPS DR",,  40.478795, -79.902084,01
E52250,8413,"SHUMAN CENTER DR AT MAIN BLDG",,  40.480771, -79.903265,01
E52360,7275,"SOUTH AVE AT CENTER ST",,  40.441134, -79.882634,01
E52370,7284,"SOUTH AVE AT CENTER ST",,  40.441105, -79.883034,01
E52380,8062,"SOUTH AVE AT COAL ST",,  40.440310, -79.880074,01
E52385,7286,"SOUTH AVE AT COAL ST",,  40.440289, -79.880538,01
E52390,18509,"SOUTH AVE AT ELVIA WAY FS",,  40.439015, -79.876291,1A
